"","distance","fst","species"
"89",0,0,"deltochilum_speciocissimum"
"90",0,0,"deltochilum_tesselatum"
"91",0.648052046940859,-0.0525078926470873,"deltochilum_tesselatum"
"92",1.23155425466327,-0.0486629895971514,"deltochilum_tesselatum"
"93",2.83350013156222,-0.046150432100789,"deltochilum_tesselatum"
"94",2.7668516848089,0.0590571636397225,"deltochilum_tesselatum"
"95",0.648052046940859,-0.0525078926470873,"deltochilum_tesselatum"
"96",0,0,"deltochilum_tesselatum"
"97",0.672733546698393,-0.0309919233933738,"deltochilum_tesselatum"
"98",2.24510647284392,-0.0270066303183416,"deltochilum_tesselatum"
"99",2.26375125069639,0.0735564881437841,"deltochilum_tesselatum"
"100",1.23155425466327,-0.0486629895971514,"deltochilum_tesselatum"
