"","value","param","species"
"12015",5.02916625374928,"theta","deltochilum_speciocissimum"
"12016",5.95381274959072,"theta","deltochilum_speciocissimum"
"12017",4.98967431974597,"theta","deltochilum_speciocissimum"
"12018",4.64088574307971,"theta","deltochilum_speciocissimum"
"12019",5.89776669419371,"theta","deltochilum_speciocissimum"
"12020",5.37448682379909,"theta","deltochilum_speciocissimum"
"12021",4.62211033003405,"theta","deltochilum_speciocissimum"
"12022",5.6099970175419,"theta","deltochilum_speciocissimum"
"12023",5.24057339900173,"theta","deltochilum_speciocissimum"
"12024",5.97295239707455,"theta","deltochilum_speciocissimum"
"12025",5.76807195227593,"theta","deltochilum_speciocissimum"
"12026",5.77471955819055,"theta","deltochilum_speciocissimum"
"12027",5.82670119963586,"theta","deltochilum_speciocissimum"
"12028",5.7187420912087,"theta","deltochilum_speciocissimum"
"12029",5.85528172459453,"theta","deltochilum_speciocissimum"
"12030",5.77480809553526,"theta","deltochilum_speciocissimum"
"12031",5.24540825537406,"theta","deltochilum_speciocissimum"
"12032",5.55530933802947,"theta","deltochilum_speciocissimum"
"12033",5.6664302481804,"theta","deltochilum_speciocissimum"
"12034",4.80545335705392,"theta","deltochilum_speciocissimum"
"12035",5.30628736387007,"theta","deltochilum_speciocissimum"
"12036",5.96774132829159,"theta","deltochilum_speciocissimum"
"12037",5.17533988133073,"theta","deltochilum_speciocissimum"
"12038",5.9264304630924,"theta","deltochilum_speciocissimum"
"12039",5.9663049983792,"theta","deltochilum_speciocissimum"
"12040",5.61965453927405,"theta","deltochilum_speciocissimum"
"12041",5.94624233455397,"theta","deltochilum_speciocissimum"
"12042",5.37355265021324,"theta","deltochilum_speciocissimum"
"12043",5.87075372599065,"theta","deltochilum_speciocissimum"
"12044",4.83992145652883,"theta","deltochilum_speciocissimum"
"12045",5.14375087479129,"theta","deltochilum_speciocissimum"
"12046",5.95060187531635,"theta","deltochilum_speciocissimum"
"12047",4.84303727303632,"theta","deltochilum_speciocissimum"
"12048",5.98173289000988,"theta","deltochilum_speciocissimum"
"12049",5.4869373831898,"theta","deltochilum_speciocissimum"
"12050",5.34812656720169,"theta","deltochilum_speciocissimum"
"12051",5.7385044733528,"theta","deltochilum_speciocissimum"
"12052",4.48469924530946,"theta","deltochilum_speciocissimum"
"12053",5.55152453621849,"theta","deltochilum_speciocissimum"
"12054",5.03934729401954,"theta","deltochilum_speciocissimum"
"12055",5.99465588363819,"theta","deltochilum_speciocissimum"
"12056",5.91995895514265,"theta","deltochilum_speciocissimum"
"12057",5.52759806881659,"theta","deltochilum_speciocissimum"
"12058",5.98361713835038,"theta","deltochilum_speciocissimum"
"12059",5.70449860789813,"theta","deltochilum_speciocissimum"
"12060",5.98029128182679,"theta","deltochilum_speciocissimum"
"12061",5.83643338317052,"theta","deltochilum_speciocissimum"
"12062",5.0367761394009,"theta","deltochilum_speciocissimum"
"12063",5.7515081660822,"theta","deltochilum_speciocissimum"
"12064",5.09646550891921,"theta","deltochilum_speciocissimum"
"12065",5.35400772141293,"theta","deltochilum_speciocissimum"
"12066",5.46358645800501,"theta","deltochilum_speciocissimum"
"12067",5.92651067441329,"theta","deltochilum_speciocissimum"
"12068",5.75269332178868,"theta","deltochilum_speciocissimum"
"12069",5.94166213786229,"theta","deltochilum_speciocissimum"
"12070",3.87023088894784,"theta","deltochilum_speciocissimum"
"12071",5.21707655885257,"theta","deltochilum_speciocissimum"
"12072",3.94937299448065,"theta","deltochilum_speciocissimum"
"12073",5.61967006907798,"theta","deltochilum_speciocissimum"
"12074",5.73786584683694,"theta","deltochilum_speciocissimum"
"12075",5.48017408954911,"theta","deltochilum_speciocissimum"
"12076",5.51994382892735,"theta","deltochilum_speciocissimum"
"12077",5.64281785767525,"theta","deltochilum_speciocissimum"
"12078",5.79397371644154,"theta","deltochilum_speciocissimum"
"12079",5.94058450101875,"theta","deltochilum_speciocissimum"
"12080",5.91137915872969,"theta","deltochilum_speciocissimum"
"12081",5.08971418393776,"theta","deltochilum_speciocissimum"
"12082",5.67752324067988,"theta","deltochilum_speciocissimum"
"12083",5.85732423956506,"theta","deltochilum_speciocissimum"
"12084",5.46983495727181,"theta","deltochilum_speciocissimum"
"12085",5.67907764948905,"theta","deltochilum_speciocissimum"
"12086",5.84802010701969,"theta","deltochilum_speciocissimum"
"12087",5.82482524705119,"theta","deltochilum_speciocissimum"
"12088",5.41767358686775,"theta","deltochilum_speciocissimum"
"12089",5.96585459099151,"theta","deltochilum_speciocissimum"
"12090",5.77711049490608,"theta","deltochilum_speciocissimum"
"12091",5.72384430118836,"theta","deltochilum_speciocissimum"
"12092",5.91382072796114,"theta","deltochilum_speciocissimum"
"12093",5.45259776432067,"theta","deltochilum_speciocissimum"
"12094",4.93613877473399,"theta","deltochilum_speciocissimum"
"12095",5.37215282465331,"theta","deltochilum_speciocissimum"
"12096",5.13131333771162,"theta","deltochilum_speciocissimum"
"12097",5.65484279557131,"theta","deltochilum_speciocissimum"
"12098",5.48102305876091,"theta","deltochilum_speciocissimum"
"12099",5.05971419182606,"theta","deltochilum_speciocissimum"
"12100",5.95493644266389,"theta","deltochilum_speciocissimum"
"12101",4.25476737576537,"theta","deltochilum_speciocissimum"
"12102",5.26660074619576,"theta","deltochilum_speciocissimum"
"12103",5.09731219522655,"theta","deltochilum_speciocissimum"
"12104",5.90739686996676,"theta","deltochilum_speciocissimum"
"12105",5.77263468201272,"theta","deltochilum_speciocissimum"
"12106",4.84415477630682,"theta","deltochilum_speciocissimum"
"12107",4.86786764487624,"theta","deltochilum_speciocissimum"
"12108",5.44901830516756,"theta","deltochilum_speciocissimum"
"12109",5.15140172699466,"theta","deltochilum_speciocissimum"
"12110",5.88358404953033,"theta","deltochilum_speciocissimum"
"12111",4.75605207518674,"theta","deltochilum_speciocissimum"
"12112",4.94992847344838,"theta","deltochilum_speciocissimum"
"12113",4.85567296645604,"theta","deltochilum_speciocissimum"
"12114",5.3651080026757,"theta","deltochilum_speciocissimum"
"12115",5.70394741627388,"theta","deltochilum_speciocissimum"
"12116",5.44326112861745,"theta","deltochilum_speciocissimum"
"12117",5.8244379949756,"theta","deltochilum_speciocissimum"
"12118",5.99846499296837,"theta","deltochilum_speciocissimum"
"12119",5.97052456601523,"theta","deltochilum_speciocissimum"
"12120",5.37183088157326,"theta","deltochilum_speciocissimum"
"12121",5.63116564089432,"theta","deltochilum_speciocissimum"
"12122",5.9201633548364,"theta","deltochilum_speciocissimum"
"12123",5.54865065519698,"theta","deltochilum_speciocissimum"
"12124",4.51153357769363,"theta","deltochilum_speciocissimum"
"12125",4.94181489129551,"theta","deltochilum_speciocissimum"
"12126",5.78816080722027,"theta","deltochilum_speciocissimum"
"12127",4.48614540998824,"theta","deltochilum_speciocissimum"
"12128",5.81373021262698,"theta","deltochilum_speciocissimum"
"12129",5.90431284531951,"theta","deltochilum_speciocissimum"
"12130",4.78358055488206,"theta","deltochilum_speciocissimum"
"12131",5.70134093775414,"theta","deltochilum_speciocissimum"
"12132",5.90768582792953,"theta","deltochilum_speciocissimum"
"12133",5.81470720260404,"theta","deltochilum_speciocissimum"
"12134",5.65050205239095,"theta","deltochilum_speciocissimum"
"12135",5.59445397369564,"theta","deltochilum_speciocissimum"
"12136",5.27152524120174,"theta","deltochilum_speciocissimum"
"12137",5.91079794010147,"theta","deltochilum_speciocissimum"
"12138",5.8404114425648,"theta","deltochilum_speciocissimum"
"12139",5.99962695175782,"theta","deltochilum_speciocissimum"
"12140",5.35176437254995,"theta","deltochilum_speciocissimum"
"12141",5.52700088499114,"theta","deltochilum_speciocissimum"
"12142",5.52654473483562,"theta","deltochilum_speciocissimum"
"12143",4.75589913222939,"theta","deltochilum_speciocissimum"
"12144",5.989415720338,"theta","deltochilum_speciocissimum"
"12145",5.69066991354339,"theta","deltochilum_speciocissimum"
"12146",5.32402207399718,"theta","deltochilum_speciocissimum"
"12147",5.47912233299576,"theta","deltochilum_speciocissimum"
"12148",5.33377403300256,"theta","deltochilum_speciocissimum"
"12149",5.06154065509327,"theta","deltochilum_speciocissimum"
"12150",4.92562260851264,"theta","deltochilum_speciocissimum"
"12151",5.25300733069889,"theta","deltochilum_speciocissimum"
"12152",5.20415828004479,"theta","deltochilum_speciocissimum"
"12153",5.14704243070446,"theta","deltochilum_speciocissimum"
"12154",5.78521430981345,"theta","deltochilum_speciocissimum"
"12155",5.10962362540886,"theta","deltochilum_speciocissimum"
"12156",5.27215132396668,"theta","deltochilum_speciocissimum"
"12157",5.98719295719638,"theta","deltochilum_speciocissimum"
"12158",5.39590750029311,"theta","deltochilum_speciocissimum"
"12159",5.94553757715039,"theta","deltochilum_speciocissimum"
"12160",5.67425858718343,"theta","deltochilum_speciocissimum"
"12161",3.35607619048096,"theta","deltochilum_speciocissimum"
"12162",5.76223642705008,"theta","deltochilum_speciocissimum"
"12163",5.99281730968505,"theta","deltochilum_speciocissimum"
"12164",5.86031431471929,"theta","deltochilum_speciocissimum"
"12165",5.43423768156208,"theta","deltochilum_speciocissimum"
"12166",5.53667181078345,"theta","deltochilum_speciocissimum"
"12167",5.65300345327705,"theta","deltochilum_speciocissimum"
"12168",5.40143951098435,"theta","deltochilum_speciocissimum"
"12169",5.6588001656346,"theta","deltochilum_speciocissimum"
"12170",5.65423765359446,"theta","deltochilum_speciocissimum"
"12171",5.93222306482494,"theta","deltochilum_speciocissimum"
"12172",5.99452265910804,"theta","deltochilum_speciocissimum"
"12173",5.06700610183179,"theta","deltochilum_speciocissimum"
"12174",5.49112732079811,"theta","deltochilum_speciocissimum"
"12175",5.03102806536481,"theta","deltochilum_speciocissimum"
"12176",5.9926934344694,"theta","deltochilum_speciocissimum"
"12177",5.54405812546611,"theta","deltochilum_speciocissimum"
"12178",4.48305699764751,"theta","deltochilum_speciocissimum"
"12179",5.39523018430918,"theta","deltochilum_speciocissimum"
"12180",5.42616265383549,"theta","deltochilum_speciocissimum"
"12181",5.68121251557022,"theta","deltochilum_speciocissimum"
"12182",5.85161188407801,"theta","deltochilum_speciocissimum"
"12183",5.68306899652816,"theta","deltochilum_speciocissimum"
"12184",4.56635296484455,"theta","deltochilum_speciocissimum"
"12185",5.84712937963195,"theta","deltochilum_speciocissimum"
"12186",5.86216220771894,"theta","deltochilum_speciocissimum"
"12187",5.19937296770513,"theta","deltochilum_speciocissimum"
"12188",5.85473863198422,"theta","deltochilum_speciocissimum"
"12189",5.39307409804314,"theta","deltochilum_speciocissimum"
"12190",5.83786367927678,"theta","deltochilum_speciocissimum"
"12191",5.45007479051128,"theta","deltochilum_speciocissimum"
"12192",5.86689516226761,"theta","deltochilum_speciocissimum"
"12193",5.98675893992186,"theta","deltochilum_speciocissimum"
"12194",5.77172633283772,"theta","deltochilum_speciocissimum"
"12195",5.16193750570528,"theta","deltochilum_speciocissimum"
"12196",5.95760527323,"theta","deltochilum_speciocissimum"
"12197",5.6156106563285,"theta","deltochilum_speciocissimum"
"12198",5.86298814066686,"theta","deltochilum_speciocissimum"
"12199",5.37770476331934,"theta","deltochilum_speciocissimum"
"12200",5.43763394840062,"theta","deltochilum_speciocissimum"
"12201",5.73204624722712,"theta","deltochilum_speciocissimum"
"12202",5.67783948173746,"theta","deltochilum_speciocissimum"
"12203",5.99749510549009,"theta","deltochilum_speciocissimum"
"12204",5.6973103529308,"theta","deltochilum_speciocissimum"
"12205",5.14112268364988,"theta","deltochilum_speciocissimum"
"12206",5.65287319966592,"theta","deltochilum_speciocissimum"
"12207",5.3477050261572,"theta","deltochilum_speciocissimum"
"12208",4.80158053361811,"theta","deltochilum_speciocissimum"
"12209",5.76995640201494,"theta","deltochilum_speciocissimum"
"12210",5.15834210580215,"theta","deltochilum_speciocissimum"
"12211",5.86807193956338,"theta","deltochilum_speciocissimum"
"12212",5.63856645044871,"theta","deltochilum_speciocissimum"
"12213",5.6936082560569,"theta","deltochilum_speciocissimum"
"12214",5.25150057999417,"theta","deltochilum_speciocissimum"
"12215",5.77426965138875,"theta","deltochilum_speciocissimum"
"12216",5.83535280218348,"theta","deltochilum_speciocissimum"
"12217",3.78403589269146,"theta","deltochilum_speciocissimum"
"12218",5.74331933655776,"theta","deltochilum_speciocissimum"
"12219",5.52951460611075,"theta","deltochilum_speciocissimum"
"12220",4.8936504512094,"theta","deltochilum_speciocissimum"
"12221",5.99931260826997,"theta","deltochilum_speciocissimum"
"12222",5.53014969825745,"theta","deltochilum_speciocissimum"
"12223",4.96629230002873,"theta","deltochilum_speciocissimum"
"12224",5.41666972707026,"theta","deltochilum_speciocissimum"
"12225",5.85480814822949,"theta","deltochilum_speciocissimum"
"12226",5.55687570734881,"theta","deltochilum_speciocissimum"
"12227",5.15404218598269,"theta","deltochilum_speciocissimum"
"12228",5.63188728084788,"theta","deltochilum_speciocissimum"
"12229",5.78625109186396,"theta","deltochilum_speciocissimum"
"12230",5.69751642900519,"theta","deltochilum_speciocissimum"
"12231",5.36127656837925,"theta","deltochilum_speciocissimum"
"12232",5.57952366326936,"theta","deltochilum_speciocissimum"
"12233",5.18528213980608,"theta","deltochilum_speciocissimum"
"12234",5.53163457103074,"theta","deltochilum_speciocissimum"
"12235",5.80601246468723,"theta","deltochilum_speciocissimum"
"12236",5.21003892668523,"theta","deltochilum_speciocissimum"
"12237",4.36683635949157,"theta","deltochilum_speciocissimum"
"12238",5.799248467898,"theta","deltochilum_speciocissimum"
"12239",5.87587867071852,"theta","deltochilum_speciocissimum"
"12240",5.47494736174121,"theta","deltochilum_speciocissimum"
"12241",5.53654627082869,"theta","deltochilum_speciocissimum"
"12242",5.98709320439957,"theta","deltochilum_speciocissimum"
"12243",5.67696055304259,"theta","deltochilum_speciocissimum"
"12244",4.92891209456138,"theta","deltochilum_speciocissimum"
"12245",5.23865237040445,"theta","deltochilum_speciocissimum"
"12246",4.83370627998374,"theta","deltochilum_speciocissimum"
"12247",5.35117846354842,"theta","deltochilum_speciocissimum"
"12248",5.5445641328115,"theta","deltochilum_speciocissimum"
"12249",5.89896622020751,"theta","deltochilum_speciocissimum"
"12250",5.09966273233294,"theta","deltochilum_speciocissimum"
"12251",5.66710112406872,"theta","deltochilum_speciocissimum"
"12252",4.9941716438625,"theta","deltochilum_speciocissimum"
"12253",5.96011946466751,"theta","deltochilum_speciocissimum"
"12254",5.66771985287778,"theta","deltochilum_speciocissimum"
"12255",5.58676715614274,"theta","deltochilum_speciocissimum"
"12256",4.93086606869474,"theta","deltochilum_speciocissimum"
"12257",4.7679727433715,"theta","deltochilum_speciocissimum"
"12258",5.07632593531162,"theta","deltochilum_speciocissimum"
"12259",5.61269009392709,"theta","deltochilum_speciocissimum"
"12260",4.91043815994635,"theta","deltochilum_speciocissimum"
"12261",5.34580603730865,"theta","deltochilum_speciocissimum"
"12262",5.33023086632602,"theta","deltochilum_speciocissimum"
"12263",5.87016570055857,"theta","deltochilum_speciocissimum"
"12264",5.45181436138228,"theta","deltochilum_speciocissimum"
"12265",5.46946642361581,"theta","deltochilum_speciocissimum"
"12266",5.71246618544683,"theta","deltochilum_speciocissimum"
"12267",5.70409282366745,"theta","deltochilum_speciocissimum"
"12268",5.27498858072795,"theta","deltochilum_speciocissimum"
"12269",5.46971018565819,"theta","deltochilum_speciocissimum"
"12270",5.56108822952956,"theta","deltochilum_speciocissimum"
"12271",5.91126925800927,"theta","deltochilum_speciocissimum"
"12272",5.88501169602387,"theta","deltochilum_speciocissimum"
"12273",5.94878800003789,"theta","deltochilum_speciocissimum"
"12274",5.86534566385671,"theta","deltochilum_speciocissimum"
"12275",4.51475542294793,"theta","deltochilum_speciocissimum"
"12276",4.90747837489471,"theta","deltochilum_speciocissimum"
"12277",5.02795363101177,"theta","deltochilum_speciocissimum"
"12278",4.77905646921135,"theta","deltochilum_speciocissimum"
"12279",5.96911988360807,"theta","deltochilum_speciocissimum"
"12280",5.38067078008316,"theta","deltochilum_speciocissimum"
"12281",5.60609756177291,"theta","deltochilum_speciocissimum"
"12282",5.69028702122159,"theta","deltochilum_speciocissimum"
"12283",5.95317629887722,"theta","deltochilum_speciocissimum"
"12284",5.07700088340789,"theta","deltochilum_speciocissimum"
"12285",5.25991011783481,"theta","deltochilum_speciocissimum"
"12286",5.59479703917168,"theta","deltochilum_speciocissimum"
"12287",5.03955541201867,"theta","deltochilum_speciocissimum"
"12288",5.9535682273563,"theta","deltochilum_speciocissimum"
"12289",5.53901769942604,"theta","deltochilum_speciocissimum"
"12290",5.95023943600245,"theta","deltochilum_speciocissimum"
"12291",5.47352334740572,"theta","deltochilum_speciocissimum"
"12292",5.64425461017527,"theta","deltochilum_speciocissimum"
"12293",5.91823876509443,"theta","deltochilum_speciocissimum"
"12294",5.540025962051,"theta","deltochilum_speciocissimum"
"12295",5.94056074880064,"theta","deltochilum_speciocissimum"
"12296",4.61822266480885,"theta","deltochilum_speciocissimum"
"12297",5.25607501994818,"theta","deltochilum_speciocissimum"
"12298",4.95670556463301,"theta","deltochilum_speciocissimum"
"12299",5.54750352888368,"theta","deltochilum_speciocissimum"
"12300",5.86627716920339,"theta","deltochilum_speciocissimum"
"12301",5.35152243357152,"theta","deltochilum_speciocissimum"
"12302",5.90944397053681,"theta","deltochilum_speciocissimum"
"12303",5.56870720838197,"theta","deltochilum_speciocissimum"
"12304",5.52491900185123,"theta","deltochilum_speciocissimum"
"12305",5.63732164702378,"theta","deltochilum_speciocissimum"
"12306",5.77211079793051,"theta","deltochilum_speciocissimum"
"12307",4.88458498287946,"theta","deltochilum_speciocissimum"
"12308",5.517004477093,"theta","deltochilum_speciocissimum"
"12309",5.9786066939123,"theta","deltochilum_speciocissimum"
"12310",5.36687746318057,"theta","deltochilum_speciocissimum"
"12311",5.33595464332029,"theta","deltochilum_speciocissimum"
"12312",5.61995433201082,"theta","deltochilum_speciocissimum"
"12313",5.60816934821196,"theta","deltochilum_speciocissimum"
"12314",5.84752909163944,"theta","deltochilum_speciocissimum"
"12315",5.09985096543096,"theta","deltochilum_speciocissimum"
"12316",5.2831329908222,"theta","deltochilum_speciocissimum"
"12317",5.07586346263997,"theta","deltochilum_speciocissimum"
"12318",5.77839889004827,"theta","deltochilum_speciocissimum"
"12319",5.22675748704933,"theta","deltochilum_speciocissimum"
"12320",5.83006331720389,"theta","deltochilum_speciocissimum"
"12321",5.30646683904342,"theta","deltochilum_speciocissimum"
"12322",5.70080159953795,"theta","deltochilum_speciocissimum"
"12323",5.97940672445111,"theta","deltochilum_speciocissimum"
"12324",5.45387097424828,"theta","deltochilum_speciocissimum"
"12325",5.46795353316702,"theta","deltochilum_speciocissimum"
"12326",5.10999992978759,"theta","deltochilum_speciocissimum"
"12327",5.3249710847158,"theta","deltochilum_speciocissimum"
"12328",5.55691459705122,"theta","deltochilum_speciocissimum"
"12329",4.44265948049724,"theta","deltochilum_speciocissimum"
"12330",5.79165488737635,"theta","deltochilum_speciocissimum"
"12331",5.69769630231895,"theta","deltochilum_speciocissimum"
"12332",5.60703244432807,"theta","deltochilum_speciocissimum"
"12333",5.09256513696164,"theta","deltochilum_speciocissimum"
"12334",5.15957587654702,"theta","deltochilum_speciocissimum"
"12335",4.9331179135479,"theta","deltochilum_speciocissimum"
"12336",5.96819943306036,"theta","deltochilum_speciocissimum"
"12337",5.93364890688099,"theta","deltochilum_speciocissimum"
"12338",5.93220938951708,"theta","deltochilum_speciocissimum"
"12339",5.99894011183642,"theta","deltochilum_speciocissimum"
"12340",5.58974201814272,"theta","deltochilum_speciocissimum"
"12341",5.64275808306411,"theta","deltochilum_speciocissimum"
"12342",5.42873158608563,"theta","deltochilum_speciocissimum"
"12343",5.84841082943603,"theta","deltochilum_speciocissimum"
"12344",5.20969774830155,"theta","deltochilum_speciocissimum"
"12345",4.85841922834516,"theta","deltochilum_speciocissimum"
"12346",4.14895719755441,"theta","deltochilum_speciocissimum"
"12347",4.56798095395789,"theta","deltochilum_speciocissimum"
"12348",5.53543085604906,"theta","deltochilum_speciocissimum"
"12349",5.61333396029659,"theta","deltochilum_speciocissimum"
"12350",5.8998083290644,"theta","deltochilum_speciocissimum"
"12351",4.9714242995251,"theta","deltochilum_speciocissimum"
"12352",5.82388260192238,"theta","deltochilum_speciocissimum"
"12353",5.66333701042458,"theta","deltochilum_speciocissimum"
"12354",5.62955866358243,"theta","deltochilum_speciocissimum"
"12355",5.86458398750983,"theta","deltochilum_speciocissimum"
"12356",5.6650175366085,"theta","deltochilum_speciocissimum"
"12357",5.14669947465882,"theta","deltochilum_speciocissimum"
"12358",5.84910866827704,"theta","deltochilum_speciocissimum"
"12359",5.17081630905159,"theta","deltochilum_speciocissimum"
"12360",5.95108417817391,"theta","deltochilum_speciocissimum"
"12361",5.88454794860445,"theta","deltochilum_speciocissimum"
"12362",5.80562599608675,"theta","deltochilum_speciocissimum"
"12363",4.99121197755449,"theta","deltochilum_speciocissimum"
"12364",5.79549027979374,"theta","deltochilum_speciocissimum"
"12365",4.546566584846,"theta","deltochilum_speciocissimum"
"12366",5.85915581695735,"theta","deltochilum_speciocissimum"
"12367",5.84512055758387,"theta","deltochilum_speciocissimum"
"12368",5.85815592110157,"theta","deltochilum_speciocissimum"
"12369",5.70229236292653,"theta","deltochilum_speciocissimum"
"12370",5.23612641403452,"theta","deltochilum_speciocissimum"
"12371",5.73621444776654,"theta","deltochilum_speciocissimum"
"12372",4.92612990923226,"theta","deltochilum_speciocissimum"
"12373",5.86802202067338,"theta","deltochilum_speciocissimum"
"12374",4.95778546691872,"theta","deltochilum_speciocissimum"
"12375",5.97476436779834,"theta","deltochilum_speciocissimum"
"12376",5.73795974045061,"theta","deltochilum_speciocissimum"
"12377",5.48819823679514,"theta","deltochilum_speciocissimum"
"12378",4.78893413348123,"theta","deltochilum_speciocissimum"
"12379",5.87122635589913,"theta","deltochilum_speciocissimum"
"12380",4.6143736448139,"theta","deltochilum_speciocissimum"
"12381",5.36309766257182,"theta","deltochilum_speciocissimum"
"12382",4.77714738133363,"theta","deltochilum_speciocissimum"
"12383",5.31016667280346,"theta","deltochilum_speciocissimum"
"12384",5.01926243328489,"theta","deltochilum_speciocissimum"
"12385",5.66429835534655,"theta","deltochilum_speciocissimum"
"12386",5.62844851776026,"theta","deltochilum_speciocissimum"
"12387",5.97856296715327,"theta","deltochilum_speciocissimum"
"12388",5.33257778175175,"theta","deltochilum_speciocissimum"
"12389",5.35104860458523,"theta","deltochilum_speciocissimum"
"12390",5.85464505502023,"theta","deltochilum_speciocissimum"
"12391",5.13895488833077,"theta","deltochilum_speciocissimum"
"12392",5.99300876632333,"theta","deltochilum_speciocissimum"
"12393",5.80716333608143,"theta","deltochilum_speciocissimum"
"12394",5.99104976770468,"theta","deltochilum_speciocissimum"
"12395",5.75164915435016,"theta","deltochilum_speciocissimum"
"12396",5.93164493120275,"theta","deltochilum_speciocissimum"
"12397",5.73529510200024,"theta","deltochilum_speciocissimum"
"12398",5.43938045762479,"theta","deltochilum_speciocissimum"
"12399",5.53577513457276,"theta","deltochilum_speciocissimum"
"12400",5.33864166494459,"theta","deltochilum_speciocissimum"
"12401",5.58247237373143,"theta","deltochilum_speciocissimum"
"12402",5.79568795417435,"theta","deltochilum_speciocissimum"
"12403",5.35462907655165,"theta","deltochilum_speciocissimum"
"12404",4.86893232818693,"theta","deltochilum_speciocissimum"
"12405",5.9466934974771,"theta","deltochilum_speciocissimum"
"12406",3.83786854590289,"theta","deltochilum_speciocissimum"
"12407",5.3912514927797,"theta","deltochilum_speciocissimum"
"12408",4.70693420409225,"theta","deltochilum_speciocissimum"
"12409",5.18574764742516,"theta","deltochilum_speciocissimum"
"12410",5.41056335344911,"theta","deltochilum_speciocissimum"
"12411",4.64256123895757,"theta","deltochilum_speciocissimum"
"12412",5.49759348644875,"theta","deltochilum_speciocissimum"
"12413",5.2880814766977,"theta","deltochilum_speciocissimum"
"12414",5.12114130449481,"theta","deltochilum_speciocissimum"
"12415",5.94766412186436,"theta","deltochilum_speciocissimum"
"12416",5.7724408050999,"theta","deltochilum_speciocissimum"
"12417",5.92438845452853,"theta","deltochilum_speciocissimum"
"12418",5.32785984128714,"theta","deltochilum_speciocissimum"
"12419",5.5877135079354,"theta","deltochilum_speciocissimum"
"12420",5.6982333494816,"theta","deltochilum_speciocissimum"
"12421",5.51031526899897,"theta","deltochilum_speciocissimum"
"12422",5.45193630061112,"theta","deltochilum_speciocissimum"
"12423",5.38576577347703,"theta","deltochilum_speciocissimum"
"12424",5.45312339346856,"theta","deltochilum_speciocissimum"
"12425",5.65901588788256,"theta","deltochilum_speciocissimum"
"12426",5.84120198758319,"theta","deltochilum_speciocissimum"
"12427",5.58742268034257,"theta","deltochilum_speciocissimum"
"12428",5.70454423222691,"theta","deltochilum_speciocissimum"
"12429",5.23553109751083,"theta","deltochilum_speciocissimum"
"12430",4.73075566254556,"theta","deltochilum_speciocissimum"
"12431",5.37179193715565,"theta","deltochilum_speciocissimum"
"12432",5.57714123767801,"theta","deltochilum_speciocissimum"
"12433",4.85137023404241,"theta","deltochilum_speciocissimum"
"12434",5.52223122934811,"theta","deltochilum_speciocissimum"
"12435",5.08511880901642,"theta","deltochilum_speciocissimum"
"12436",5.79810291319154,"theta","deltochilum_speciocissimum"
"12437",5.41652459441684,"theta","deltochilum_speciocissimum"
"12438",5.95070050121285,"theta","deltochilum_speciocissimum"
"12439",5.96831417316571,"theta","deltochilum_speciocissimum"
"12440",5.66357132419944,"theta","deltochilum_speciocissimum"
"12441",5.54317740397528,"theta","deltochilum_speciocissimum"
"12442",4.83053178316914,"theta","deltochilum_speciocissimum"
"12443",5.94009851128794,"theta","deltochilum_speciocissimum"
"12444",5.56976694636978,"theta","deltochilum_speciocissimum"
"12445",5.71389063983224,"theta","deltochilum_speciocissimum"
"12446",5.32906706351787,"theta","deltochilum_speciocissimum"
"12447",5.2083930852823,"theta","deltochilum_speciocissimum"
"12448",5.21923126443289,"theta","deltochilum_speciocissimum"
"12449",5.52532240538858,"theta","deltochilum_speciocissimum"
"12450",5.31189696653746,"theta","deltochilum_speciocissimum"
"12451",4.79327224334702,"theta","deltochilum_speciocissimum"
"12452",5.81696121627465,"theta","deltochilum_speciocissimum"
"12453",5.78237636736594,"theta","deltochilum_speciocissimum"
"12454",5.9755399802234,"theta","deltochilum_speciocissimum"
"12455",5.53409531735815,"theta","deltochilum_speciocissimum"
"12456",5.08173594740219,"theta","deltochilum_speciocissimum"
"12457",5.53440464567393,"theta","deltochilum_speciocissimum"
"12458",5.58223939756863,"theta","deltochilum_speciocissimum"
"12459",5.86029661609791,"theta","deltochilum_speciocissimum"
"12460",5.60215378669091,"theta","deltochilum_speciocissimum"
"12461",5.90286279353313,"theta","deltochilum_speciocissimum"
"12462",5.28704026155174,"theta","deltochilum_speciocissimum"
"12463",5.50626463396475,"theta","deltochilum_speciocissimum"
"12464",5.60335920099169,"theta","deltochilum_speciocissimum"
"12465",5.878005272476,"theta","deltochilum_speciocissimum"
"12466",5.08285537036136,"theta","deltochilum_speciocissimum"
"12467",5.53296084888279,"theta","deltochilum_speciocissimum"
"12468",5.83265665359795,"theta","deltochilum_speciocissimum"
"12469",5.49455960886553,"theta","deltochilum_speciocissimum"
"12470",5.93121154722758,"theta","deltochilum_speciocissimum"
"12471",4.47528013517149,"theta","deltochilum_speciocissimum"
"12472",5.83737978269346,"theta","deltochilum_speciocissimum"
"12473",4.78896986367181,"theta","deltochilum_speciocissimum"
"12474",5.30462669581175,"theta","deltochilum_speciocissimum"
"12475",5.92841867380776,"theta","deltochilum_speciocissimum"
"12476",5.92328550200909,"theta","deltochilum_speciocissimum"
"12477",5.36273443279788,"theta","deltochilum_speciocissimum"
"12478",5.54765563714318,"theta","deltochilum_speciocissimum"
"12479",5.69307301798835,"theta","deltochilum_speciocissimum"
"12480",5.9825585691724,"theta","deltochilum_speciocissimum"
